y;matricula;genero;promedio;gms;Créditos por tomar; Avance %;2017-II_mat1;2017-II_notamat1;2017-II_mat2;2017-II_notamat2;2017-II_mat3;2017-II_notamat3;2017-II_mat4;2017-II_notamat4;2017-II_mat5;2017-II_notamat5;2017-II_mat6;2017-II_notamat6;2017-II_mat7;2017-II_notamat7;2018-I_cmat1;2018-I_notacmat1;2018-I_cmat2;2018-I_notacmat2;2018-I_cmat3;2018-I_notacmat3;2018-I_cmat4;2018-I_notacmat4;2018-I_cmat5;2018-I_notacmat5;2018-I_cmat6;2018-I_notacmat6;2018-I_cmat7;2018-I_notacmat7
638;201702842;F;7,12;0,639;118;26,25;ÁLGEBRA LINEAL;5,8;BIOLOGÍA;7,63;CÁLCULO DE UNA VARIABLE;6,26;COMUNICACIÓN II;7,5;DEPORTE: BALONCESTO;10;FUNDAMENTOS DE PROGRAMACIÓN;3,6;;;CÁLCULO DE VARIAS VARIABLES;6,48;FÍSICA I;5,32;FUNDAMENTOS DE PROGRAMACIÓN;6,3;INTRODUCCIÓN A LA INGENIERÍA EN GEOLOGÍA;8,5;;;;;;
639;201708708;M;7,76;1,944;124;25,30;ÁLGEBRA LINEAL;7,54;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,15;CÁLCULO DE UNA VARIABLE;6,72;COMUNICACIÓN I;6,6;QUÍMICA GENERAL;7,57;;;;;BIOLOGÍA;8,73;CÁLCULO DE VARIAS VARIABLES;7,84;COMUNICACIÓN II;8;FÍSICA I;7,96;FUNDAMENTOS DE PROGRAMACIÓN;9,04;;;;
640;201704582;M;7,16;0,452;126;22,22;ÁLGEBRA LINEAL;5,46;BIOLOGÍA;6,75;CÁLCULO DE VARIAS VARIABLES;5,64;COMUNICACIÓN II;7,4;FÍSICA I;6,48;INGLÉS I;8,28;;;ÁLGEBRA LINEAL;6,26;CÁLCULO DE VARIAS VARIABLES;7,04;FUNDAMENTOS DE PROGRAMACIÓN;7,44;INGLÉS II;7,27;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;6,3;;;;
641;201712742;F;7,38;0,287;106;25,87;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,15;COMUNICACIÓN I;6,3;CONTABILIDAD I;8,35;MATEMÁTICAS;7,62;;;;;;;COMUNICACIÓN II;7,6;ESTADÍSTICA;7,52;FUNDAMENTOS DE ADMINISTRACIÓN;8,25;FUNDAMENTOS DE PROGRAMACIÓN;6,94;INTRODUCCIÓN A LA ECONOMÍA;6,7;TEORÍA DEL TURISMO;6,4;;
642;201610532;F;8,05;0,520;62;52,67;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;9,15;BIOLOGÍA CELULAR Y MOLECULAR;8,14;BIOQUÍMICA;8,98;FISIOLOGÍA HUMANA;8,05;INGLÉS V;7,62;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,6;;;ÁLGEBRA LINEAL;1,74;BIOLOGÍA;6,98;CÁLCULO DE UNA VARIABLE;4,48;COMUNICACIÓN II;6,85;FUNDAMENTOS DE PROGRAMACIÓN;9,14;;;;
643;201503899;M;7,22;0,495;101;38,79;ÁLGEBRA LINEAL;6,66;BUCEO Y ACTIVIDADES NÁUTICAS;8,30;CÁLCULO DE VARIAS VARIABLES;4,82;CHINO-MANDARÍN BÁSICO A;5,80;INGLÉS IV;8,08;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,04;INGLÉS V;6,06;TECNOLOGÍAS DE APOYO A LA LOGÍSTICA;7,24;;;;;;;;
644;201703139;M;7,37;0,520;115;27,67;ÁLGEBRA LINEAL;4,16;CÁLCULO DE VARIAS VARIABLES;7,94;COMUNICACIÓN II;7,8;DEPORTE: BALONCESTO;9,75;FÍSICA I;7,06;INGLÉS I;8,45;;;ÁLGEBRA LINEAL;7,26;BIOLOGÍA;7,26;ESTADÍSTICA;6,08;FÍSICA II;6,6;FUNDAMENTOS DE PROGRAMACIÓN;6,02;INGLÉS III;8,95;;
645;201713427;F;7,29;0,280;112;21,68;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,55;COMUNICACIÓN I;7,25;CONTABILIDAD I;7,9;INGLÉS I;8,93;MATEMÁTICAS;6,84;;;;;COMUNICACIÓN II;8,15;ESTADÍSTICA;7,78;FUNDAMENTOS DE ADMINISTRACIÓN;6,35;FUNDAMENTOS DE PROGRAMACIÓN;6,06;INTRODUCCIÓN A LA ECONOMÍA;6,7;TEORÍA DEL TURISMO;6,65;;
646;201705654;F;8,07;0,728;87;39,58;ÁLGEBRA LINEAL;7,08;CÁLCULO DE VARIAS VARIABLES;7,2;COMUNICACIÓN II;7,45;CONTABILIDAD I;8,6;FUNDAMENTOS DE ADMINISTRACIÓN;9,55;INTRODUCCIÓN A LA ECONOMÍA;9,15;;;ECONOMÍA MATEMÁTICA;7,97;ESTADÍSTICA DESCRIPTIVA;7,02;FUNDAMENTOS DE PROGRAMACIÓN;6,52;MACROECONOMÍA I;9,35;MICROECONOMÍA I;6,95;;;;
647;201712346;F;7,93;1,123;110;23,08;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,45;COMUNICACIÓN I;7,9;CONTABILIDAD I;8,45;DANZA;9,85;MATEMÁTICAS;7,02;;;;;COMUNICACIÓN II;9,05;ESTADÍSTICA;7,04;FUNDAMENTOS DE ADMINISTRACIÓN;8,25;FUNDAMENTOS DE PROGRAMACIÓN;6,02;INTRODUCCIÓN A LA ECONOMÍA;7,1;TEORÍA DEL TURISMO;8,15;;
648;201603552;F;7,89;0,537;112;30,13;BIOLOGÍA;8,47;CÁLCULO DE VARIAS VARIABLES;7,98;DEPORTE: KAYAK;10;INGLÉS III;7,75;INTRODUCCIÓN A LA INGENIERÍA QUÍMICA;6,8;;;;;ÁLGEBRA LINEAL;4,2;BUCEO Y ACTIVIDADES NÁUTICAS;8,3;DEPORTE: TENIS;9,9;FUNDAMENTOS DE PROGRAMACIÓN;8,6;INGLÉS IV;7,21;;;;
649;201709946;M;7,82;0,663;133;17,39;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,7;CÁLCULO DE UNA VARIABLE;6,46;COMUNICACIÓN I;6,7;INGLÉS I;8,87;QUÍMICA GENERAL;7,5;;;;;ÁLGEBRA LINEAL;7,36;CÁLCULO DE VARIAS VARIABLES;7,98;COMUNICACIÓN II;7,5;FÍSICA I;8,78;FUNDAMENTOS DE PROGRAMACIÓN;9,38;;;;
650;201612488;M;7,31;0,323;106;35,76;CÁLCULO DE VARIAS VARIABLES;7,54;ECUACIONES DIFERENCIALES;6,22;INTRODUCCIÓN A LA INGENIERÍA LOGISTICA Y TRANSPORTE;7,6;MATEMÁTICAS FINANCIERAS;8,27;;;;;;;COMUNICACIÓN II;7,7;ESTADÍSTICA DESCRIPTIVA;6,4;FUNDAMENTOS DE PROGRAMACIÓN;6,5;LOGÍSTICA I;6,84;;;;;;
651;201709359;F;8,59;2,808;128;19,87;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,95;BIOLOGÍA;9,11;CÁLCULO DE UNA VARIABLE;5,82;COMUNICACIÓN I;8,45;QUÍMICA GENERAL;6,81;;;;;ÁLGEBRA LINEAL;5,8;CÁLCULO DE UNA VARIABLE;6,84;COMUNICACIÓN II;8,8;FUNDAMENTOS DE PROGRAMACIÓN;5,62;INGLÉS V;9,27;;;;
652;201610490;F;7,86;1,022;59;54,96;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;9,75;BIOLOGÍA CELULAR Y MOLECULAR;7,6;BIOQUÍMICA;8,39;FISIOLOGÍA HUMANA;7,7;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,2;;;;;EVALUACIÓN DEL ESTADO NUTRICIONAL;7,99;FUNDAMENTOS DE PROGRAMACIÓN;6,9;MICROBIOLOGÍA GENERAL;8;NUTRICIÓN EN EL CICLO DE LA VIDA;7,21;TÉCNICAS DIETÉTICAS BÁSICAS;8,7;;;;
653;201711728;M;7,89;0,202;127;20,51;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,7;BIOLOGÍA;8,6;CÁLCULO DE UNA VARIABLE;5,18;COMUNICACIÓN I;7,8;QUÍMICA GENERAL;7,73;;;;;ÁLGEBRA LINEAL;6,58;CÁLCULO DE UNA VARIABLE;8,5;COMUNICACIÓN II;8,4;DEPORTE: NATACIÓN;10;FUNDAMENTOS DE PROGRAMACIÓN;6,86;;;;
654;201709086;M;8,24;0,415;134;16,77;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,4;BIOLOGÍA;8,7;CÁLCULO DE UNA VARIABLE;4,62;COMUNICACIÓN I;6,65;INGLÉS I;9,28;QUÍMICA GENERAL;7,15;;;ÁLGEBRA LINEAL;5,9;CÁLCULO DE UNA VARIABLE;8,18;COMUNICACIÓN II;7,85;DEPORTE: FÚTBOL;9,6;FUNDAMENTOS DE PROGRAMACIÓN;8,94;INGLÉS II;8,61;;
655;201610557;F;8,48;0,405;61;53,44;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;9,32;BIOLOGÍA CELULAR Y MOLECULAR;8,44;BIOQUÍMICA;8,35;FISIOLOGÍA HUMANA;8,4;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,15;;;;;BIOESTADÍSTICA APLICADA A LA NUTRICIÓN;8,6;EDUCACIÓN SOCIOEMOCIONAL;10;FUNDAMENTOS DE PROGRAMACIÓN;6,5;MICROBIOLOGÍA GENERAL;8,76;NUTRICIÓN EN EL CICLO DE LA VIDA;7,58;;;;
656;201713906;F;8,35;0,997;119;17,36;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,9;CÁLCULO DE UNA VARIABLE;4,6;COMUNICACIÓN I;6,75;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;8,95;FUNDAMENTOS DE MERCADEO;9;;;;;CÁLCULO DE UNA VARIABLE;7,4;COMUNICACIÓN II;8,7;DEPORTE: VOLEIBOL;9,45;FUNDAMENTOS DE PROGRAMACIÓN;6,66;INGLÉS I;8,78;INTRODUCCIÓN A LA ECONOMÍA;8,9;;
657;201714201;F;8,27;1,407;109;22,70;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,05;ARTE Y TECNOLOGÍA;8,74;COMUNICACIÓN I;7;MATEMÁTICAS;6,5;TEORÍA DE LA CULTURA;7,9;;;;;ARTE Y CIENCIA;9,48;COMUNICACIÓN II;8,15;FÍSICA CONCEPTUAL;7,64;FUNDAMENTOS DE PROGRAMACIÓN;4,42;;;;;;
658;201607306;M;8,01;1,360;72;50,00;CÁLCULO DE VARIAS VARIABLES;7,3;DERECHO SOCIETARIO Y LABORAL;9,8;INGLÉS V;8,45;MACROECONOMÍA I;8,5;MATEMÁTICAS FINANCIERAS;8,42;MICROECONOMÍA I;7,65;;;COMPORTAMIENTO DEL CONSUMIDOR;8,55;COMPORTAMIENTO ORGANIZACIONAL;8,2;ESTADÍSTICA DESCRIPTIVA;6,58;FUNDAMENTOS DE PROGRAMACIÓN;6,3;MICROECONOMÍA II;6,05;;;;
659;201610482;F;7,86;0,292;61;53,44;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;9,25;BIOLOGÍA CELULAR Y MOLECULAR;8,49;BIOQUÍMICA;7,82;FISIOLOGÍA HUMANA;8,75;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,95;;;;;BIOESTADÍSTICA APLICADA A LA NUTRICIÓN;8,5;EDUCACIÓN SOCIOEMOCIONAL;9,75;FUNDAMENTOS DE PROGRAMACIÓN;6,44;MICROBIOLOGÍA GENERAL;8,36;NUTRICIÓN EN EL CICLO DE LA VIDA;6,8;;;;
660;201603016;M;7,16;0,366;102;37,04;CIENCIA E INGENIERÍA DE MATERIALES;6,7;ECUACIONES DIFERENCIALES;6,08;FÍSICA III;6,28;INGLÉS II;8,46;MECÁNICA VECTORIAL;7,24;;;;;ELECTROTÉCNIA;6,4;ESTADÍSTICA;3,26;FUNDAMENTOS DE PROGRAMACIÓN;7,26;INGLÉS III;6,46;;;;;;
661;201705704;F;8,38;0,833;102;29,17;ÁLGEBRA LINEAL;7,36;CÁLCULO DE VARIAS VARIABLES;8,32;COMUNICACIÓN II;7,70;CONTABILIDAD I;8,55;FUNDAMENTOS DE ADMINISTRACIÓN;8,90;INTRODUCCIÓN A LA ECONOMÍA;9,10;;;ECONOMÍA MATEMÁTICA;8,98;ESTADÍSTICA DESCRIPTIVA;7,14;FUNDAMENTOS DE PROGRAMACIÓN;8,22;MACROECONOMÍA I;9,25;MICROECONOMÍA I;7,8;;;;
662;201712254;F;8,03;0,145;109;22,70;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,95;ARTE Y TECNOLOGÍA;8,34;COMUNICACIÓN I;7,9;MATEMÁTICAS;6,56;;;;;;;ARTE Y CIENCIA;9,8;COMUNICACIÓN II;8,6;DEPORTE: VOLEIBOL;9,8;FÍSICA CONCEPTUAL;7,6;FUNDAMENTOS DE PROGRAMACIÓN;6,02;;;;
663;201614740;F;7,66;0,760;73;44,27;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;8,37;BIOLOGÍA CELULAR Y MOLECULAR;7,56;BIOQUÍMICA;7,47;FISIOLOGÍA HUMANA;7,75;INGLÉS I;9,36;;;;;FUNDAMENTOS DE PROGRAMACIÓN;4,96;INGLÉS IV;7,63;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;7,1;NUTRICIÓN EN EL CICLO DE LA VIDA;6,53;TÉCNICAS DIETÉTICAS BÁSICAS;8,3;;;;
664;201713666;F;7,41;0,272;114;20,28;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,9;COMUNICACIÓN I;7,4;CONTABILIDAD I;7,4;INGLÉS I;8,55;MATEMÁTICAS;6,56;;;;;COMUNICACIÓN II;8,4;ESTADÍSTICA;7,58;FUNDAMENTOS DE ADMINISTRACIÓN;7,15;FUNDAMENTOS DE PROGRAMACIÓN;6,18;TEORÍA DEL TURISMO;7,85;;;;
665;201610565;F;7,78;;61;53,44;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;9,2;BIOLOGÍA CELULAR Y MOLECULAR;8,15;BIOQUÍMICA;7,9;FISIOLOGÍA HUMANA;7,85;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,4;;;;;BIOESTADÍSTICA APLICADA A LA NUTRICIÓN;8,5;EDUCACIÓN SOCIOEMOCIONAL;9,5;FUNDAMENTOS DE PROGRAMACIÓN;6,02;MICROBIOLOGÍA GENERAL;8,13;NUTRICIÓN EN EL CICLO DE LA VIDA;7,7;;;;
666;201610516;M;7,50;0,538;67;48,85;ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS;8,75;BIOLOGÍA CELULAR Y MOLECULAR;8;BIOQUÍMICA;8,28;FISIOLOGÍA HUMANA;7,8;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;9,35;;;;;DEPORTE: PING PONG;9,6;FUNDAMENTOS DE PROGRAMACIÓN;3,94;MICROBIOLOGÍA GENERAL;8,31;NUTRICIÓN EN EL CICLO DE LA VIDA;6,97;TÉCNICAS DIETÉTICAS BÁSICAS;8,32;;;;
667;201408160;M;7,29;0,258;116;29,70;CÁLCULO DE VARIAS VARIABLES;8,32;DIBUJO TÉCNICO Y PLANOS;9,5;ECUACIONES DIFERENCIALES;6,08;MECÁNICA VECTORIAL;7;TOPOGRAFÍA;9,12;;;;;ESTADÍSTICA;4,2;FÍSICA II;6,34;FUNDAMENTOS DE PROGRAMACIÓN;7,38;INGLÉS II;7,05;;;;;;
668;201714383;F;8,34;1,770;106;24,82;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,85;ARTE Y TECNOLOGÍA;8,66;COMUNICACIÓN I;7,75;MATEMÁTICAS;7,02;TEORÍA DE LA CULTURA;8,15;;;;;ARTE Y CIENCIA;9,2;COMUNICACIÓN II;9;FÍSICA CONCEPTUAL;7,56;FUNDAMENTOS DE PROGRAMACIÓN;6,02;;;;;;
669;201709839;M;7,74;2,181;101;28,37;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9;ARTE Y TECNOLOGÍA;9,12;COMUNICACIÓN I;7,55;FUNDAMENTOS DE PROGRAMACIÓN;3,1;MATEMÁTICAS;6,3;;;;;ARTE Y CIENCIA;8,08;COMUNICACIÓN II;7,1;DEPORTE: BALONCESTO;10;FÍSICA CONCEPTUAL;6,42;FUNDAMENTOS DE PROGRAMACIÓN;6,4;TEORÍA DE LA CULTURA;6,2;;
670;201706173;F;7,35;0,746;119;26,09;ÁLGEBRA LINEAL;6,44;CÁLCULO DE VARIAS VARIABLES;6,92;COMUNICACIÓN II;8,25;FÍSICA I;6,28;FUNDAMENTOS DE PROGRAMACIÓN;2,46;;;;;BIOLOGÍA;8;ECUACIONES DIFERENCIALES;5,36;ESTADÍSTICA;4,96;FÍSICA II;5,78;FUNDAMENTOS DE PROGRAMACIÓN;6,22;;;;
671;201808219;F;8,31;1,061;132;16,98;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,25;CÁLCULO DE UNA VARIABLE;6,58;COMUNICACIÓN I;7,1;FUNDAMENTOS DE PROGRAMACIÓN;9,6;QUÍMICA GENERAL;7,23;;;;
672;201207035;M;6,98;1,107;80;51,52;ECUACIONES DIFERENCIALES;6,08;ESTADÍSTICA;4,38;FUNDAMENTOS DE PROGRAMACIÓN;1,08;INGLÉS IV;6,36;MECÁNICA DE SUELOS;6,37;MECÁNICA VECTORIAL;6,58;;;ESTADÍSTICA;5,06;FÍSICA II;4,56;FUNDAMENTOS DE PROGRAMACIÓN;2,16;INGLÉS V;8,08;RESISTENCIA DE MATERIALES;5,75;;;;
673;201701893;M;6,93;0,288;123;23,6;BIOLOGÍA;7,52;CÁLCULO DE VARIAS VARIABLES;6,1;COMUNICACIÓN II;7,5;FÍSICA I;6,34;INGLÉS I;8,27;;;;;ÁLGEBRA LINEAL;6,32;FÍSICA II;7,12;FUNDAMENTOS DE PROGRAMACIÓN;6,52;INGLÉS II;7,36;MATEMÁTICAS DISCRETAS;6,68;;;;
674;201712072;M;8,05;2,425;122;23,75;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,85;BIOLOGÍA;9;CÁLCULO DE UNA VARIABLE;5,26;COMUNICACIÓN I;7,7;QUÍMICA GENERAL;6,4;;;;;ÁLGEBRA LINEAL;6,1;BOTÁNICA GENERAL;8,66;CÁLCULO DE UNA VARIABLE;7,08;COMUNICACIÓN II;8,85;FUNDAMENTOS DE PROGRAMACIÓN;7,76;;;;
675;201705837;M;7,4;1,353;124;22,98;ÁLGEBRA LINEAL;0,98;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,45;BIOLOGÍA;7,71;CÁLCULO DE VARIAS VARIABLES;6,22;COMUNICACIÓN II;7,1;DEPORTE: BALONCESTO;10;;;ECOSISTEMAS ACUÍCOLAS;7,8;FÍSICA I;3,78;FUNDAMENTOS DE PROGRAMACIÓN;4,58;INTRODUCCIÓN A LA ACUICULTURA;8,8;PROBLEMAS DE LA ACTUALIDAD ACUÍCOLA;9,15;;;;
676;201309464;M;6,93;0,782;95;34,03;FUNDAMENTOS DE PROGRAMACIÓN;0,72;HISTORIA Y CIENCIAS POLÍTICAS;4,20;INGLÉS IV;4,93;INTRODUCCIÓN A LA LITERATURA LATINOAMERICANA;2,05;PERSPECTIVAS SOBRE EL BUEN VIVIR;4,65;;;;;ÁLGEBRA LINEAL;3,4;FUNDAMENTOS DE PROGRAMACIÓN;5,02;INGLÉS V;6,12;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;5,9;;;;;;
677;201512986;M;7,19;0,709;116;17,73;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,9;ARTE Y TECNOLOGÍA;7,52;FUNDAMENTOS DE PROGRAMACIÓN;6,56;MATEMÁTICAS;6,58;TEORÍA DE LA CULTURA;6,6;;;;
678;201701356;M;6,97;0,534;142;11,8;CÁLCULO DE VARIAS VARIABLES;3,9;FÍSICA I;3,78;FUNDAMENTOS DE PROGRAMACIÓN;3,76;INGLÉS I;7,65;QUÍMICA GENERAL;6,5;;;;;BIOLOGÍA;7,25;CÁLCULO DE VARIAS VARIABLES;5,14;COMUNICACIÓN II;6,75;FÍSICA I;4,46;FUNDAMENTOS DE PROGRAMACIÓN;4,06;;;;
679;201710316;F;6,95;0,543;130;18,59;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,1;CÁLCULO DE UNA VARIABLE;5,06;COMUNICACIÓN I;5,9;QUÍMICA GENERAL;5,02;;;;;;;BIOLOGÍA;6,81;CÁLCULO DE UNA VARIABLE;6,3;COMUNICACIÓN I;6,6;FUNDAMENTOS DE PROGRAMACIÓN;6,16;QUÍMICA GENERAL;6,3;;;;
680;201708328;F;7,55;;117;18,75;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,35;CÁLCULO DE UNA VARIABLE;1,82;COMUNICACIÓN I;6,45;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;7,65;INGLÉS V;8,81;;;;;CÁLCULO DE UNA VARIABLE;5,74;COMUNICACIÓN II;6,55;FUNDAMENTOS DE ADMINISTRACIÓN;8,2;FUNDAMENTOS DE PROGRAMACIÓN;2,74;INTRODUCCIÓN A LA ECONOMÍA;5,95;;;;
681;201713302;M;7,49;0,616;139;13,66;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,6;CÁLCULO DE UNA VARIABLE;5,9;COMUNICACIÓN I;6,4;QUÍMICA GENERAL;5,21;;;;;;;ÁLGEBRA LINEAL;7,84;CÁLCULO DE UNA VARIABLE;8,18;COMUNICACIÓN II;7,9;FUNDAMENTOS DE PROGRAMACIÓN;7,52;INGLÉS II;8,07;;;;
682;201714011;M;7,92;0,325;104;25,18;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,3;COMUNICACIÓN I;6,75;INTRODUCCIÓN A LA ANTROPOLOGÍA Y ARQUEOLOGÍA;7,25;INTRODUCCIÓN A LA HISTORIA Y LA ETNOHISTORIA;9,12;;;;;;;ARQUEOLOGÍA DEL VIEJO MUNDO;6,82;BIOLOGÍA;8,58;DEPORTE: NATACIÓN;10;FUNDAMENTOS DE PROGRAMACIÓN;2,4;TEORÍA ANTROPOLÓGICA Y ARQUEOLÓGICA;6,85;;;;
683;201711066;M;7,31;0,803;103;26,95;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,40;ARTE Y TECNOLOGÍA;8,68;COMUNICACIÓN I;6,50;MATEMÁTICAS;7,30;;;;;;;ARTE Y CIENCIA;9,44;COMUNICACIÓN II;8,6;ESTADÍSTICA;6,64;FÍSICA CONCEPTUAL;7,92;FUNDAMENTOS DE PROGRAMACIÓN;7,12;MATEMÁTICAS FINANCIERAS;5,67;;
684;201400334;F;7,75;0,771;102;27,66;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,65;ARTE Y TECNOLOGÍA;8,92;COMUNICACIÓN II;6,6;ESTADÍSTICA;5,76;FUNDAMENTOS DE PROGRAMACIÓN;7,28;TEORÍA DE LA CULTURA;7;;
685;201614815;F;7,6;0,525;107;25,69;CÁLCULO DE VARIAS VARIABLES;1,04;COMUNICACIÓN II;6,85;FUNDAMENTOS DE PROGRAMACIÓN;5,46;INGLÉS II;9,1;;;;;;;BIOLOGÍA;6,72;DANZA;8,1;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;7,6;FUNDAMENTOS DE PROGRAMACIÓN;6,3;INGLÉS III;7,92;;;;
686;201401099;M;6,97;0,207;90;45,45;DIBUJO TÉCNICO Y PLANOS;7,7;FÍSICA II;6,04;FUNDAMENTOS DE PROGRAMACIÓN;4,78;TOPOGRAFÍA;7,78;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,3;;;;;;;;;;;;
687;201712320;F;7,96;0,718;103;26,95;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,7;ARTE Y TECNOLOGÍA;9,6;COMUNICACIÓN I;7,7;INGLÉS V;8,93;MATEMÁTICAS;8,12;;;;;ARTE Y CIENCIA;8,72;COMUNICACIÓN II;8,5;FÍSICA CONCEPTUAL;8,1;FUNDAMENTOS DE PROGRAMACIÓN;6,58;TEORÍA DE LA CULTURA;9,5;;;;
688;201212577;M;7,64;0,673;71;50,69;CHINO-MANDARÍN BÁSICO A;8,05;ESTADÍSTICA INFERENCIAL;6;FINANZAS II;6,65;FUNDAMENTOS DE PROGRAMACIÓN;3,04;INGLÉS V;8;INTRODUCCIÓN A LA ECONOMÍA;7,35;;;FUNDAMENTOS DE PROGRAMACIÓN;7,44;;;;;;;;;;;;
689;201407317;F;7,1;1,037;81;50,31;ECUACIONES DIFERENCIALES;7,14;ESTADÍSTICA DESCRIPTIVA;6,16;FÍSICA II;6,96;TEORÍA DEL ARTE;8,5;;;;;;;ESTADÍSTICA INFERENCIAL;7,08;FUNDAMENTOS DE PROGRAMACIÓN;6,82;INGENIERÍA DE MÉTODOS;8,78;MECÁNICA VECTORIAL;8,04;;;;;;
690;201703501;F;7,13;0,400;125;21,88;;;;;;;;;;;;;;;CÁLCULO DE VARIAS VARIABLES;6,64;COMUNICACIÓN I;6,9;FÍSICA I;6,14;FUNDAMENTOS DE PROGRAMACIÓN;5,38;;;;;;
691;201701448;M;7,63;1,273;149;7,45;ÁLGEBRA LINEAL;3,18;CÁLCULO DE UNA VARIABLE;6,02;FUNDAMENTOS DE PROGRAMACIÓN;5,02;QUÍMICA GENERAL;6,68;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;9,1;;;;;;;;;;;;
692;201713708;M;7,68;0,863;128;20,5;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,75;CÁLCULO DE UNA VARIABLE;2,88;COMUNICACIÓN I;6,65;QUÍMICA GENERAL;7,02;;;;;;;ALEMÁN INICIAL I;9,35;CÁLCULO DE UNA VARIABLE;4,98;CHINO-MANDARÍN BÁSICO A;7,9;EDUCACIÓN SOCIOEMOCIONAL;9,25;FUNDAMENTOS DE PROGRAMACIÓN;6,78;;;;
693;201516736;M;6,84;0,280;131;19,14;FÍSICA I;6,26;;;;;;;;;;;;;COMUNICACIÓN II;5,3;DEPORTE: NATACIÓN;8,35;EDUCACIÓN SOCIOEMOCIONAL;7,8;FÍSICA II;4,34;FUNDAMENTOS DE PROGRAMACIÓN;1,52;;;;
694;201807013;M;8,28;0,455;127;11,81;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,1;CÁLCULO DE UNA VARIABLE;6,32;COMUNICACIÓN I;7,75;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;9,12;FUNDAMENTOS DE PROGRAMACIÓN;9,88;INGLÉS I;8,51;;
695;201804721;M;9,07;0,793;129;19,88; ;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,8;CÁLCULO DE UNA VARIABLE;9,02;CHINO-MANDARÍN BÁSICO A;9,6;COMUNICACIÓN I;8,1;FUNDAMENTOS DE PROGRAMACIÓN;9,4;QUÍMICA GENERAL;9,55;;
696;201802980;M;6,700;0,170;144;9,43; ;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,95;CÁLCULO DE UNA VARIABLE;6,46;COMUNICACIÓN I;6,2;FUNDAMENTOS DE PROGRAMACIÓN;6,68;QUÍMICA GENERAL;6,21;;;;
